1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.01.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
1.0,1.0,1.0,1.0,false,0.0,0.0,false,1.0,1.0,0.0
